age,s,female,male,ethblack,ethhisp,wexp,married,sf,sm,siblings,earnings,asvab02,asvab03,learnings,wexpsq
41,12,0,1,0,1,20.13460922,1,2,6,6,7.5,42,38,2.014903021,405.4024963
42,12,0,1,0,0,22.07691956,0,12,12,3,15.10999966,43,44,2.715356754,487.3903809
42,12,0,1,0,0,20.07691956,1,17,17,1,21.37000084,42,42,3.061988109,403.0827026
38,13,1,0,1,0,17.48077011,0,9,14,3,8.430000305,39,44,2.131796808,305.5773315
41,10,1,0,0,0,16.23077011,0,10,10,1,7,46,50,1.945910149,263.4378967
41,10,1,0,0,0,11.42308044,0,1,1,3,7.139999866,43,43,1.965712758,130.4867706
38,16,1,0,0,0,15.96154022,1,12,11,3,41.86000061,46,50,3.734330732,254.7707672
44,12,1,0,0,0,19.09614944,0,20,12,2,10.5,42,51,2.351375257,364.6629333
37,12,1,0,0,0,18.76922989,1,12,12,5,31.38999939,49,34,3.446489351,352.2839966
45,12,1,0,0,0,15.32691956,0,12,12,3,5.650000095,53,60,1.731655562,234.9144592
43,13,1,0,0,0,17.84614944,1,10,12,4,9,49,60,2.197224577,318.4850464
40,19,1,0,0,0,6.769230843,1,16,16,2,8.699999809,62,55,2.163323004,45.82248688
40,10,1,0,0,0,14.01922989,0,8,12,4,14,36,42,2.63905733,196.5388031
44,12,1,0,0,0,11.5961504,1,9,12,3,18.75,43,48,2.931193752,134.4707031
39,12,1,0,1,0,7.307693005,1,12,12,4,6.25,36,34,1.832581464,53.40237808
39,12,1,0,1,0,10.86538982,1,4,7,11,8,36,25,2.079441542,118.056694
43,13,1,0,0,0,22.90385056,0,10,12,2,9,40,50,2.197224577,524.5863647
44,16,1,0,0,0,19.51922989,1,16,16,0,15,59,61,2.708050201,381.0003357
43,16,1,0,0,0,14.57691956,1,18,15,5,9,46,59,2.197224577,212.4865875
40,12,1,0,0,0,21.61539078,0,8,9,3,14.75,61,57,2.691243083,467.2251282
44,13,1,0,0,0,12.78845978,1,12,12,5,6,51,54,1.791759469,163.5447083
43,15,1,0,0,0,16.94231033,0,12,13,2,8,64,59,2.079441542,287.0418701
37,18,1,0,0,0,11.48077011,1,18,14,1,11,54,59,2.397895273,131.808075
38,12,1,0,0,0,17.65385056,1,12,12,2,20,50,54,2.995732274,311.6584473
41,16,1,0,0,0,16.07691956,1,13,12,4,26.15999985,38,46,3.264231521,258.4673462
41,16,1,0,0,0,16.76922989,0,16,14,3,10.93000031,54,54,2.39151133,281.2070618
38,16,1,0,0,0,14.36538982,1,5,11,2,21.70000076,58,46,3.077312296,206.3644257
42,12,1,0,0,0,19.42308044,0,16,16,3,17.36000061,51,56,2.854168744,377.2560425
44,15,1,0,1,0,9.384614944,0,12,12,9,6.730000019,32,46,1.906575146,88.07099915
41,16,1,0,0,0,18,0,10,12,2,39.65999985,65,61,3.680343119,324
39,12,1,0,1,0,6.115385056,0,11,11,13,7.849999905,34,31,2.06051352,37.39793396
40,13,1,0,1,0,13.5,0,14,10,1,15.57999992,38,39,2.745988036,182.25
45,12,1,0,0,0,21,0,12,12,6,17.70999908,39,52,2.8741294,441
39,13,1,0,0,0,20.19231033,1,16,12,6,20.54000092,46,44,3.022374249,407.7294006
40,14,1,0,1,0,20.40385056,1,12,12,3,20.87000084,39,38,3.038312761,416.3171082
44,12,1,0,0,0,16.80768967,1,3,8,7,10,47,43,2.302585093,282.4984436
40,0,1,0,0,1,8.788461685,1,3,3,12,4.840000153,36,25,1.576914752,77.23706055
37,10,1,0,0,0,2.076922894,1,8,13,2,6.25,46,46,1.832581464,4.313608646
41,16,1,0,0,0,11.5961504,0,12,12,9,5.150000095,43,52,1.638996733,134.4707031
41,12,1,0,0,1,23.28845978,1,3,5,6,14,53,50,2.63905733,542.352356
41,15,1,0,1,0,5.673077106,0,12,12,3,9.75,34,56,2.277267285,32.18380356
43,12,1,0,0,0,21.23077011,1,12,12,2,14.40999985,40,47,2.667922399,450.7456055
44,12,1,0,0,0,21.21154022,1,11,11,2,11.17000008,57,56,2.41323162,449.9294434
39,12,1,0,0,0,18.07691956,1,12,12,2,2.900000095,46,47,1.06471077,326.7750244
39,14,1,0,0,0,15.63461018,1,12,8,8,13.10999966,34,41,2.573375272,244.44104
39,16,1,0,0,0,17.07691956,1,16,16,3,14.42000008,59,56,2.668616137,291.6211853
40,17,1,0,0,0,15.6538496,1,17,12,2,13.36999989,53,57,2.593013383,245.0430145
41,12,1,0,0,0,9.096154213,1,13,12,2,4.150000095,47,60,1.423108357,82.74002075
41,12,1,0,0,1,15.55768967,0,15,10,3,16,35,35,2.772588722,242.0417023
38,16,1,0,0,0,15,0,16,12,3,16.34000015,54,57,2.793616099,225
42,12,1,0,0,0,21.28845978,0,7,7,5,9.800000191,45,44,2.282382405,453.1985168
42,18,1,0,0,0,18.38460922,1,18,14,5,24.61000061,51,57,3.203152889,337.993866
39,17,1,0,0,0,16.51922989,0,12,12,3,17.29999924,32,33,2.850706457,272.8849487
39,12,1,0,0,0,12.75,0,8,9,5,12.77000046,40,43,2.547098706,162.5625
42,12,1,0,0,0,2.134614944,1,8,12,2,14.5,50,52,2.674148649,4.55658102
40,16,1,0,0,0,14.73077011,1,16,13,4,40.72000122,64,56,3.706719402,216.9955902
40,13,1,0,1,0,20.86539078,0,12,12,3,8,32,39,2.079441542,435.3645325
44,20,1,0,1,0,18.21154022,0,9,9,11,38.45999908,61,60,3.649618716,331.6601868
40,16,1,0,0,0,17,1,12,12,1,16,62,57,2.772588722,289
38,15,1,0,1,0,14.96154022,1,12,6,4,10.19999981,43,43,2.322387702,223.8476868
45,14,1,0,0,0,19.90385056,1,11,12,2,18,54,57,2.890371758,396.163269
45,12,1,0,0,0,22.96154022,1,9,10,8,24.03000069,49,55,3.179303078,527.2322998
38,16,1,0,0,1,13.86538982,0,8,12,5,15.72999954,36,39,2.755569688,192.2490387
45,15,1,0,0,0,11.5961504,0,12,12,0,6.28000021,58,57,1.837370014,134.4707031
37,10,1,0,0,0,9.25,1,10,9,4,20.82999992,36,35,3.036394252,85.5625
38,14,1,0,1,0,10.82691956,0,12,11,4,7.5,34,30,2.014903021,117.2221909
40,18,1,0,0,0,15.71154022,1,8,19,3,22.52000046,57,57,3.114403824,246.8524933
43,13,1,0,0,0,17.55768967,0,12,12,4,9.5,40,48,2.251291799,308.2724609
40,14,1,0,0,1,19.82691956,1,12,4,0,7.059999943,62,48,1.954445043,393.1067505
38,13,1,0,0,0,13.36538982,1,12,12,1,8.25,55,54,2.1102132,178.6336517
42,17,1,0,0,0,17.32691956,1,12,13,4,11.5,64,55,2.442347035,300.2221375
41,13,1,0,0,0,14.38461018,1,11,12,2,8,38,44,2.079441542,206.9170074
44,12,1,0,0,0,11.4038496,1,7,10,3,8.420000076,45,56,2.130609837,130.0477905
41,12,1,0,0,0,17.53845978,0,12,12,4,15.36999989,42,44,2.73241755,307.5975647
41,12,1,0,0,0,20.40385056,1,12,12,4,17.70000076,47,48,2.873564683,416.3171082
38,14,1,0,0,1,18.25,0,16,12,2,16.40999985,61,56,2.797890896,333.0625
43,12,1,0,0,0,15.26922989,1,10,12,4,8.329999924,39,50,2.119863447,233.1493835
41,17,1,0,0,0,17.13460922,0,10,10,3,20.19000053,55,59,3.005187459,293.5948181
38,12,1,0,0,0,12.48077011,0,8,11,8,7.25,55,46,1.981001469,155.7696228
38,19,1,0,0,0,9.557692528,1,12,18,0,15.10000038,61,57,2.714694769,91.3494873
43,12,1,0,0,0,21.84614944,0,12,13,1,21,61,54,3.044522438,477.2542419
43,14,1,0,0,0,15.46154022,1,13,12,4,19.62000084,62,61,2.976549497,239.0592194
39,12,1,0,0,0,12,1,12,12,3,10,42,57,2.302585093,144
42,13,1,0,1,0,22.75,0,9,14,3,11.75,43,31,2.463853241,517.5625
40,19,1,0,0,0,10.73077011,1,17,16,1,9.5,58,57,2.251291799,115.1494293
43,12,1,0,0,0,23.25,1,16,12,6,7.75,57,55,2.047692843,540.5625
37,12,1,0,0,1,12.55768967,0,14,4,8,12.23999977,43,44,2.504709258,157.6955719
45,14,1,0,1,0,17.55768967,0,17,14,3,9.25,43,24,2.224623552,308.2724609
39,17,1,0,0,0,10,1,12,12,3,19.22999954,54,55,2.956471536,100
45,12,1,0,0,0,21.17308044,1,12,11,1,15.10999966,53,56,2.715356754,448.2993469
44,18,1,0,0,0,4.923077106,0,16,12,1,16.10000038,46,51,2.778819296,24.23668861
44,14,1,0,0,0,13.78845978,1,11,12,7,22.78000069,49,59,3.125882988,190.1216278
44,12,1,0,0,0,21.88460922,1,10,9,1,9.5,38,54,2.251291799,478.9361267
38,14,1,0,0,0,14.92308044,0,20,16,2,38.25999832,59,56,3.64440492,222.6983337
41,12,1,0,1,0,7.346154213,1,7,9,3,7.5,32,44,2.014903021,53.96598053
38,17,1,0,0,0,11.71154022,1,18,16,2,31.25,57,56,3.442019376,137.1601715
45,12,1,0,0,0,22.71154022,1,11,7,2,17.78000069,36,34,2.878074269,515.8140869
43,12,1,0,0,0,3.326922894,1,12,12,4,6.25,46,51,1.832581464,11.06841564
41,14,1,0,0,0,22.34614944,0,16,12,6,72.11000061,58,51,4.278192739,499.3504028
39,14,1,0,1,0,13.19231033,0,11,12,4,16.34000015,39,50,2.793616099,174.0370483
38,18,1,0,0,0,13.19231033,1,12,12,3,18.02000046,57,56,2.891482278,174.0370483
41,12,1,0,0,0,16.86539078,1,12,8,3,13.25,53,54,2.583997552,284.4414063
38,12,1,0,1,0,13.51922989,0,12,12,4,16.25,36,47,2.788092909,182.769577
38,16,1,0,0,0,10.9038496,1,13,13,3,7.150000095,59,51,1.96711237,118.8939362
37,12,1,0,0,0,11.69231033,0,12,13,4,11.22000027,39,37,2.417697924,136.7101135
41,12,1,0,1,0,6.096154213,0,9,11,1,7,30,29,1.945910149,37.16309738
45,12,1,0,0,0,20.98077011,1,10,12,6,12.96000004,58,61,2.561867694,440.1927185
38,18,1,0,0,0,11.71154022,1,11,12,2,41.81999969,58,57,3.733374687,137.1601715
40,12,1,0,0,0,21.48077011,1,12,12,3,18,46,50,2.890371758,461.4234924
43,12,1,0,0,0,9.884614944,1,12,9,3,3.329999924,38,39,1.202972281,97.70561218
40,12,1,0,0,0,19.94231033,1,9,8,3,10.80000019,39,28,2.379546152,397.6957397
44,12,1,0,1,0,18.28845978,1,12,12,4,9.460000038,36,37,2.247072387,334.4677734
41,12,1,0,0,0,16.13460922,1,12,12,4,12,39,54,2.48490665,260.3256226
39,13,1,0,0,0,16.88460922,1,13,12,3,20,47,50,2.995732274,285.0900269
41,12,1,0,0,0,23.03845978,0,12,12,3,15.10999966,53,47,2.715356754,530.7706299
41,12,1,0,1,0,5.903845787,1,12,10,4,6,34,44,1.791759469,34.85539627
42,12,1,0,0,0,18.46154022,1,9,12,3,11.65999985,46,56,2.456164168,340.8284607
42,12,1,0,0,0,20.98077011,1,12,12,4,12.35000038,51,48,2.513656094,440.1927185
39,17,1,0,0,0,12.76922989,1,12,12,4,6.5,58,38,1.871802177,163.0532379
39,13,1,0,0,1,17.21154022,1,0,0,4,10.5,38,33,2.351375257,296.2371216
41,10,1,0,1,0,19.84614944,0,11,12,3,6.96999979,38,28,1.941615195,393.8696594
43,18,1,0,0,0,17.82691956,1,12,12,2,35,59,56,3.555348061,317.7990723
41,12,1,0,1,0,21.92308044,1,8,10,4,19.22999954,42,52,2.956471536,480.62146
37,13,1,0,0,0,15.63461018,1,14,12,1,8.050000191,39,57,2.085672115,244.44104
38,14,1,0,0,0,14.03845978,1,11,12,4,3,45,43,1.098612289,197.0783539
44,10,1,0,0,0,17.88460922,1,12,10,5,11,32,35,2.397895273,319.8592529
40,16,1,0,0,0,17.90385056,1,12,11,3,20.55999947,59,57,3.023347415,320.5478516
41,13,1,0,0,0,20.78845978,0,14,12,0,11.68000031,64,59,2.457878004,432.1600647
43,16,1,0,0,0,20.32691956,1,16,15,3,36.04999924,49,57,3.584906843,413.1836548
39,12,1,0,0,0,21.48077011,1,12,12,2,13.85999966,55,54,2.629006969,461.4234924
44,7,1,0,0,0,16.75,0,10,6,5,7.25,32,25,1.981001469,280.5625
45,12,1,0,0,0,22.80768967,1,8,9,3,4.75,55,55,1.558144618,520.1907349
43,15,1,0,0,0,21.23077011,1,16,17,2,18.42000008,58,61,2.913437035,450.7456055
41,12,1,0,0,0,16.36539078,0,6,9,3,2.349999905,36,33,0.854415288,267.8260193
44,12,1,0,0,0,15.32691956,1,10,12,2,13.5,65,57,2.602689685,234.9144592
38,12,1,0,0,0,10.9038496,1,12,11,1,6,39,37,1.791759469,118.8939362
41,16,1,0,0,0,19.96154022,0,16,12,2,39.24000168,62,61,3.669696677,398.4630737
40,15,1,0,1,0,16.63460922,0,8,10,2,16,39,55,2.772588722,276.7102356
39,13,1,0,0,0,14.94231033,1,10,10,5,22,49,37,3.091042453,223.272644
45,14,1,0,0,0,20,1,20,12,2,23.5,55,60,3.157000421,400
40,16,1,0,0,0,11.36538982,1,12,11,2,55.27999878,65,55,4.012411157,129.1720886
41,16,1,0,0,0,18.80768967,1,18,12,3,16.61000061,47,57,2.81000496,353.729187
42,14,1,0,0,0,16.25,0,15,14,3,23.45000076,43,60,3.154870527,264.0625
37,10,1,0,0,0,15.53845978,1,6,9,7,12.35000038,40,25,2.513656094,241.4437256
38,16,1,0,0,0,16.15385056,1,12,12,4,36.31999969,61,50,3.592368545,260.9468994
42,12,1,0,0,0,23.07691956,1,8,7,4,8.5,42,47,2.140066163,532.5441895
40,13,1,0,0,0,17.59614944,1,9,11,2,13,49,51,2.564949357,309.6244812
40,12,1,0,1,0,5.096154213,0,10,11,9,9.380000114,39,24,2.238579775,25.97078705
43,13,1,0,0,0,10.3461504,0,9,10,6,7.579999924,35,55,2.02551319,107.0428314
43,12,1,0,0,0,20.17308044,0,11,10,3,18,59,52,2.890371758,406.953186
38,16,1,0,0,0,9.288461685,1,19,10,0,12,66,57,2.48490665,86.27552032
41,12,1,0,0,0,17.51922989,1,12,14,2,10.89000034,36,38,2.387844968,306.9234009
40,12,1,0,0,0,21.78845978,1,12,12,4,15.93000031,45,56,2.768204143,474.736969
44,12,1,0,0,0,23.23077011,1,17,16,4,16.54000092,59,60,2.805781745,539.6687012
41,12,1,0,1,0,22.98077011,0,12,11,5,10.78999996,39,35,2.378619776,528.1157837
39,16,1,0,0,0,17.26922989,1,16,12,4,23.06999969,66,61,3.138533059,298.2262878
38,12,1,0,0,0,15.78845978,1,12,11,4,12,53,54,2.48490665,249.2754669
39,14,1,0,0,0,17.90385056,1,14,16,7,23.25,46,55,3.146305132,320.5478516
44,12,1,0,0,0,23.19231033,1,15,15,6,16.81999969,42,55,2.822568636,537.8832397
44,12,1,0,0,0,4.442306995,0,12,12,4,14.5,59,60,2.674148649,19.73409081
43,12,1,0,1,0,12.92308044,0,7,8,3,8.529999733,38,34,2.14358933,167.006012
39,9,1,0,0,0,10.42308044,1,12,12,3,7.400000095,39,29,2.001480013,108.6406097
39,16,1,0,0,0,15.73077011,0,13,14,3,31.25,38,50,3.442019376,247.4571228
38,18,1,0,0,0,15.01922989,1,12,12,0,6.150000095,43,55,1.816452097,225.5772705
44,15,1,0,0,1,4.596154213,1,12,12,3,20.19000053,43,54,3.005187459,21.12463379
39,12,1,0,0,0,16.92308044,1,11,12,2,9,35,34,2.197224577,286.3906555
38,12,1,0,0,0,20.23077011,1,11,12,1,14,58,59,2.63905733,409.2840576
38,18,1,0,0,0,9.884614944,1,12,12,1,21.14999962,61,57,3.051639887,97.70561218
39,14,1,0,0,0,13.5961504,1,12,12,6,2.650000095,51,50,0.974559676,184.8553009
45,12,1,0,0,0,15.23077011,0,12,12,1,10.97999954,45,54,2.396075394,231.9763641
42,12,1,0,1,0,22.73077011,0,9,11,4,11.52999973,30,21,2.444952311,516.6879272
44,17,1,0,1,0,14.3461504,0,12,16,0,14.93000031,55,57,2.703372632,205.812027
42,16,1,0,0,0,19.55768967,0,12,12,0,24.46999931,45,46,3.197447849,382.5032349
39,15,1,0,0,1,12.07691956,1,14,12,5,19.5,32,37,2.970414466,145.8519897
39,20,1,0,0,0,13,1,18,14,2,80.12000275,64,39,4.383525545,169
40,18,1,0,0,0,12.25,1,15,16,2,33.16999817,55,60,3.501645798,150.0625
38,12,1,0,0,0,1.769230962,0,7,9,3,9.75,36,33,2.277267285,3.130178213
40,13,1,0,0,0,14.42308044,1,9,12,2,9.300000191,50,56,2.230014421,208.0252533
38,16,1,0,0,0,15.69231033,1,15,12,4,9.880000114,45,50,2.290512523,246.2485962
43,12,1,0,0,0,18.40385056,1,14,14,1,7.5,35,52,2.014903021,338.7017212
43,14,1,0,0,0,15.32691956,0,6,9,7,15.14000034,43,61,2.717340271,234.9144592
38,12,1,0,0,0,15.21154022,1,10,10,1,9,42,43,2.197224577,231.3909607
39,8,1,0,0,0,18.34614944,0,6,12,5,9.699999809,38,42,2.272125866,336.5812073
38,12,1,0,0,0,16.44231033,1,11,11,2,29,50,46,3.36729583,270.3495789
38,12,1,0,0,0,20.23077011,0,12,13,7,48,43,42,3.871201011,409.2840576
40,18,1,0,0,0,15.57691956,1,12,11,5,14.53999996,42,56,2.676903469,242.6404266
42,13,1,0,0,0,19.73077011,0,8,10,3,14,47,55,2.63905733,389.3032837
44,14,1,0,0,0,19.09614944,1,12,16,5,7,61,57,1.945910149,364.6629333
38,15,1,0,0,0,13.51922989,1,12,12,2,11.82999992,55,60,2.470638672,182.769577
44,15,1,0,0,0,15.13461018,1,18,16,5,10,55,59,2.302585093,229.056427
43,14,1,0,1,0,20.78845978,1,18,12,2,32.04999924,59,61,3.46729716,432.1600647
45,12,1,0,0,0,8.980769157,1,10,5,4,6,51,59,1.791759469,80.65421295
38,16,1,0,0,0,16.59614944,1,12,11,2,26.35000038,50,50,3.271468289,275.4321899
41,12,1,0,0,0,22.40385056,1,12,12,4,18,43,50,2.890371758,501.9325256
39,17,1,0,0,0,14.80768967,1,15,12,3,12.30000019,57,56,2.509599278,219.2676697
42,12,1,0,0,0,23.55768967,1,12,10,3,12,40,55,2.48490665,554.9647217
42,15,1,0,0,0,16.71154022,1,8,8,4,16.02000046,53,47,2.77383797,279.2755737
41,17,1,0,0,0,16.11539078,0,10,12,4,16.65999985,58,54,2.813010628,259.7058105
41,12,1,0,0,0,19.28845978,0,8,11,4,13.02000046,66,59,2.566486672,372.0446777
40,12,1,0,0,0,13.73077011,0,10,11,3,12.5,40,54,2.525728644,188.5340424
42,12,1,0,0,0,12.98077011,0,12,8,7,9.680000305,42,54,2.270061933,168.5003967
39,15,1,0,0,0,8.57692337,0,10,12,4,21.62999916,51,46,3.074081201,73.56361389
41,20,1,0,0,0,9.807692528,0,12,9,4,24.12000084,62,61,3.183041407,96.19083405
41,12,1,0,0,0,18.65385056,1,11,10,4,14.97999954,42,51,2.706715948,347.9661255
43,12,1,0,0,0,16.67308044,1,12,16,2,3.299999952,42,38,1.193922454,277.9916077
41,16,1,0,0,0,20.65385056,1,9,9,3,5.28000021,42,51,1.663926137,426.581543
43,13,1,0,0,0,18.40385056,1,13,13,3,13.78999996,46,51,2.623943689,338.7017212
41,12,1,0,0,0,19.76922989,0,8,6,2,6.75,42,41,1.909542505,390.8224487
42,16,1,0,0,0,16.23077011,1,13,12,2,17.13999939,66,61,2.841414878,263.4378967
44,13,1,0,0,0,22.13460922,1,14,12,4,23,51,51,3.135494216,489.940918
45,18,1,0,0,0,20.40385056,0,10,12,2,21.81999969,59,56,3.082826966,416.3171082
41,11,1,0,0,0,9.788461685,1,9,9,3,8.699999809,45,34,2.163323004,95.8139801
43,15,1,0,0,0,18.25,1,8,12,4,14.42000008,55,59,2.668616137,333.0625
40,12,1,0,1,0,17.44231033,1,12,10,5,10,40,43,2.302585093,304.2341919
38,15,1,0,1,0,15.61538982,1,11,12,4,20.87999916,47,50,3.038791723,243.8403931
42,12,1,0,0,0,17.5,1,9,12,3,23.14999962,38,41,3.141994764,306.25
40,14,1,0,0,0,19.25,1,12,12,3,16,58,47,2.772588722,370.5625
37,15,1,0,0,0,13.23077011,0,15,12,1,14.64999962,49,54,2.684440309,175.0532837
40,14,1,0,0,0,11.76922989,1,7,9,3,8.5,46,57,2.140066163,138.5147705
40,13,1,0,0,0,19.71154022,0,10,12,0,11.52999973,38,52,2.444952311,388.5448303
41,17,1,0,0,0,15.88461018,1,12,12,1,21.36000061,62,48,3.061520043,252.3208466
38,16,1,0,0,0,16.84614944,1,12,12,2,36.31999969,55,50,3.592368545,283.7927551
38,12,1,0,0,0,18.69231033,0,12,12,2,11.96000004,40,46,2.481567752,349.4024658
38,17,1,0,0,0,13.26922989,0,12,12,2,13.22000027,58,54,2.581730855,176.072464
41,16,1,0,0,0,18.25,1,16,14,4,30.28000069,62,60,3.410487451,333.0625
44,12,1,0,0,0,22.09614944,1,10,8,2,11.56999969,55,55,2.448415515,488.2398071
40,20,1,0,0,0,13.5961504,0,16,12,4,17.29999924,65,61,2.850706457,184.8553009
44,12,1,0,0,0,17.88460922,1,12,12,6,15,54,50,2.708050201,319.8592529
38,17,1,0,0,0,16.09614944,0,16,12,2,11.86999989,51,59,2.474014199,259.0860291
38,12,1,0,0,0,20.26922989,1,9,12,1,10.5,35,39,2.351375257,410.8416748
37,12,1,0,0,0,12.55768967,0,9,12,6,5,35,50,1.609437912,157.6955719
42,12,1,0,0,0,15.23077011,1,12,12,3,13.65999985,43,54,2.614471843,231.9763641
42,12,1,0,0,1,9.980769157,0,12,8,3,8,36,30,2.079441542,99.61575317
41,12,1,0,0,0,21.76922989,0,12,11,2,22.11000061,58,57,3.096030022,473.8993835
40,12,1,0,1,0,8.730769157,0,3,7,11,53.06000137,47,42,3.971423375,76.22633362
40,19,1,0,0,0,13.25,1,16,16,4,62.5,59,52,4.135166557,175.5625
43,13,1,0,0,0,20.42308044,0,13,14,3,10.5,62,56,2.351375257,417.1022034
43,16,1,0,0,0,16.82691956,0,16,14,2,17.18000031,51,57,2.843745934,283.1452332
38,13,1,0,0,0,2.173077106,0,12,12,3,18.04000092,42,54,2.892591565,4.72226429
40,12,1,0,0,0,15.03845978,0,7,9,2,2.279999971,49,54,0.82417543,226.1552734
40,12,1,0,0,0,15.01922989,0,8,12,3,6.75,45,39,1.909542505,225.5772705
38,19,1,0,0,0,10.5961504,1,12,12,2,14.17000008,55,60,2.651127059,112.2784042
42,16,1,0,0,0,13.9038496,1,16,14,7,17.52000046,57,59,2.863343112,193.3170319
40,12,1,0,1,0,8.865385056,1,10,10,3,6.75,38,26,1.909542505,78.59505463
41,14,1,0,0,1,14.96154022,1,10,10,1,25,42,46,3.218875825,223.8476868
37,16,1,0,0,0,15.23077011,1,14,14,4,27.5,50,51,3.314186005,231.9763641
45,14,1,0,0,0,17.03845978,1,11,13,3,17.56999969,54,50,2.866192885,290.3091125
41,13,1,0,0,0,21.17308044,0,12,12,1,21.10000038,64,51,3.049273059,448.2993469
41,17,1,0,0,0,10.30768967,1,16,14,4,20.62999916,55,51,3.026746286,106.2484665
38,12,1,0,0,1,13.76922989,1,3,5,6,11.27999973,40,38,2.423031222,189.5916901
40,16,1,0,0,0,12.71154022,1,8,12,6,30,55,54,3.401197382,161.583252
39,12,1,0,0,0,20.90385056,1,12,12,3,10.25,43,34,2.327277706,436.9709778
38,13,1,0,0,0,18.46154022,0,18,12,6,16.81999969,53,47,2.822568636,340.8284607
43,12,1,0,1,0,22.96154022,0,12,12,2,20.01000023,51,44,2.99623216,527.2322998
39,18,1,0,0,0,10.11538982,1,16,16,2,33.65000153,62,54,3.516013101,102.3211136
38,13,1,0,0,0,13.53845978,0,12,12,3,9.819999695,45,43,2.284421091,183.2898865
38,12,1,0,0,0,18.44231033,1,12,12,3,23,58,41,3.135494216,340.1188049
42,12,1,0,1,0,16.15385056,0,8,10,6,17.5,45,35,2.862200881,260.9468994
43,16,1,0,0,0,19.32691956,0,12,12,8,21.5,59,54,3.068052935,373.5298157
44,16,1,0,0,0,16.17308044,1,6,11,2,13,58,59,2.564949357,261.5685425
38,14,1,0,0,0,12.05768967,1,12,10,1,13,54,51,2.564949357,145.3878784
42,16,1,0,0,0,19.51922989,1,12,12,4,36.24000168,59,60,3.590163527,381.0003357
42,12,1,0,0,0,17.40385056,1,14,10,2,16.53000069,40,47,2.805176953,302.8940125